年龄,收入,孩子数量,家庭人口数,在现住址时间,在现工作时间,住房种类,国籍,信用卡类型,是否违约
28,0,0,2,36,36,租住,德国,支票账户,1
39,0,0,1,18,18,租住,德国,支票账户,1
35,2400,1,3,21,33,缺失,德国,无信用卡,0
24,2000,0,1,288,6,缺失,德国,其它信用卡,1
24,3000,1,3,36,36,缺失,德国,无信用卡,1
23,0,0,1,60,45,租住,德国,支票账户,1
23,0,0,1,9,84,缺失,德国,支票账户,1
55,1900,0,2,48,33,自有,德国,无信用卡,0
47,0,3,5,240,108,缺失,德国,其它信用卡,1
42,2400,2,4,48,45,缺失,德国,无信用卡,0
33,3300,3,5,24,12,租住,德国,无信用卡,0
33,3500,0,2,3,48,租住,德国,欧洲Master卡,1
31,1500,2,4,84,6,缺失,德国,无信用卡,0
59,10000,3,5,66,84,缺失,德国,无信用卡,0
34,2000,0,2,144,192,缺失,德国,无信用卡,0
29,0,0,1,24,48,租住,德国,支票账户,0
38,0,3,5,54,192,租住,德国,支票账户,0
27,1600,1,2,36,12,租住,德国,无信用卡,1
53,5000,1,3,120,84,自有,德国,无信用卡,0
45,4000,0,2,168,96,租住,德国,无信用卡,1
25,1800,1,3,24,72,租住,德国,无信用卡,1
25,1900,0,1,54,30,缺失,德国,支票账户,1
23,0,0,1,3,6,租住,德国,支票账户,0
39,5000,1,3,36,240,租住,德国,无信用卡,1
32,3200,3,5,108,108,租住,土耳其,无信用卡,1
31,2300,1,3,6,144,租住,土耳其,无信用卡,0
25,1800,0,1,312,72,缺失,德国,无信用卡,0
24,2300,0,1,42,66,租住,德国,无信用卡,0
24,2300,2,4,9,9,租住,土耳其,无信用卡,1
44,0,1,3,96,120,租住,德国,支票账户,0
33,2200,0,1,6,24,租住,德国,无信用卡,0
26,2500,0,1,12,84,租住,德国,无信用卡,1
25,0,0,2,21,15,缺失,德国,支票账户,0
51,2500,1,3,15,96,自有,德国,无信用卡,1
25,3000,0,1,60,30,租住,德国,无信用卡,1
54,0,0,2,192,21,租住,德国,支票账户,0
45,1500,1,2,15,144,缺失,德国,无信用卡,0
24,0,1,3,3,27,租住,德国,欧洲Master卡,1
23,0,0,1,3,33,租住,德国,支票账户,0
42,0,2,4,54,54,租住,德国,支票账户,0
40,2600,0,2,60,192,自有,德国,无信用卡,0
34,2200,0,2,21,144,租住,德国,无信用卡,1
25,1700,0,1,312,27,租住,德国,无信用卡,1
24,2100,0,1,288,48,缺失,德国,无信用卡,0
23,2900,2,4,48,6,租住,德国,无信用卡,1
24,0,0,1,108,66,租住,德国,支票账户,1
23,2200,0,1,192,24,租住,德国,无信用卡,1
54,2100,0,1,60,33,租住,德国,无信用卡,0
44,2200,0,1,48,192,租住,德国,无信用卡,0
33,2700,0,1,30,84,租住,德国,无信用卡,0
48,0,1,2,21,15,租住,德国,支票账户,1
25,2600,0,2,30,39,租住,德国,无信用卡,1
58,4000,1,3,168,216,租住,土耳其,无信用卡,0
54,2000,4,6,240,30,租住,土耳其,无信用卡,1
46,2600,2,4,240,288,租住,土耳其,无信用卡,1
45,4000,3,5,240,216,租住,土耳其,无信用卡,0
40,0,2,4,108,96,租住,土耳其,支票账户,0
38,2500,3,5,120,192,租住,土耳其,无信用卡,0
36,3000,3,5,84,108,租住,土耳其,无信用卡,0
29,2000,1,3,6,96,租住,土耳其,无信用卡,0
27,2500,0,1,42,15,租住,土耳其,无信用卡,1
39,5000,1,3,168,336,缺失,德国,无信用卡,0
39,0,2,4,42,12,租住,西班牙,支票账户,0
32,2800,2,4,108,3,租住,土耳其,无信用卡,0
30,3000,0,2,3,144,租住,土耳其,无信用卡,0
27,4000,1,3,6,18,租住,德国,无信用卡,0
24,2700,1,3,192,45,租住,土耳其,无信用卡,0
22,2400,1,3,72,33,租住,土耳其,无信用卡,1
57,2500,0,2,120,66,租住,土耳其,无信用卡,1
38,2500,3,5,54,288,租住,德国,无信用卡,1
35,3500,3,5,84,192,租住,土耳其,无信用卡,0
31,2800,2,4,12,36,租住,土耳其,无信用卡,0
38,3500,5,7,144,216,缺失,土耳其,无信用卡,0
34,3300,3,5,30,192,租住,土耳其,支票账户,0
25,2300,0,2,30,48,租住,其它非欧洲国家,无信用卡,0
51,0,1,3,30,3,租住,德国,支票账户,1
31,0,1,3,30,42,租住,德国,支票账户,0
30,3500,1,3,84,96,租住,德国,无信用卡,0
52,4000,0,2,96,144,租住,德国,无信用卡,1
35,1500,4,6,240,27,租住,土耳其,无信用卡,1
29,3300,3,5,54,30,租住,土耳其,无信用卡,1
36,0,0,1,144,45,缺失,德国,支票账户,1
42,2000,1,3,96,192,租住,土耳其,无信用卡,1
23,2800,2,4,48,27,租住,土耳其,无信用卡,1
30,0,1,3,72,72,租住,德国,支票账户,0
24,0,2,4,48,36,租住,土耳其,支票账户,1
30,1600,2,4,96,6,缺失,土耳其,无信用卡,1
27,0,0,1,84,96,租住,德国,欧洲Master卡,0
23,2700,0,2,192,54,租住,土耳其,无信用卡,0
21,2600,1,2,54,33,缺失,德国,无信用卡,0
30,2900,1,3,3,72,租住,土耳其,无信用卡,0
27,2100,0,1,18,66,租住,希腊,无信用卡,1
50,4000,5,7,144,288,租住,土耳其,无信用卡,0
45,4000,3,5,168,288,租住,德国,无信用卡,1
45,4000,3,5,999,288,自有,德国,无信用卡,1
39,2000,1,3,9,3,租住,德国,支票账户,0
26,1800,0,1,240,12,租住,德国,无信用卡,1
26,0,0,2,3,48,租住,希腊,支票账户,0
24,2100,0,1,288,6,缺失,德国,无信用卡,1
24,2500,0,1,30,96,缺失,德国,无信用卡,0
23,2800,0,1,3,36,缺失,土耳其,无信用卡,1
22,1700,0,1,6,15,缺失,德国,无信用卡,1
33,3200,1,3,60,216,租住,德国,无信用卡,1
30,2600,1,3,360,108,自有,德国,无信用卡,1
55,3000,2,4,66,66,租住,土耳其,无信用卡,0
51,1500,0,2,48,15,租住,土耳其,无信用卡,1
32,2500,2,4,66,72,缺失,土耳其,无信用卡,0
43,2200,0,1,66,42,租住,土耳其,无信用卡,1
23,2100,1,2,6,36,缺失,土耳其,无信用卡,0
32,2100,0,2,84,36,缺失,其它非欧洲国家,无信用卡,0
37,3000,3,5,84,192,缺失,德国,无信用卡,0
31,4000,0,2,84,36,自有,土耳其,无信用卡,0
30,0,0,1,48,6,租住,德国,支票账户,0
24,5000,0,2,3,12,租住,德国,无信用卡,0
31,2600,2,4,36,42,租住,德国,无信用卡,1
25,3000,0,2,12,36,租住,德国,无信用卡,0
21,2300,0,1,96,3,缺失,德国,无信用卡,1
37,2500,2,3,108,240,缺失,德国,无信用卡,0
35,2800,2,4,3,108,缺失,德国,支票账户,1
33,2900,2,4,9,168,租住,德国,无信用卡,1
26,2500,0,1,9,3,缺失,其它非欧洲国家,支票账户,1
34,2000,0,1,3,21,租住,其它非欧洲国家,无信用卡,1
29,1800,0,2,9,54,租住,德国,无信用卡,1
39,3200,1,3,999,288,缺失,德国,支票账户,0
32,0,0,2,48,15,租住,德国,欧洲Master卡,1
36,3200,2,3,15,192,缺失,德国,无信用卡,1
26,4000,2,4,30,6,缺失,其它欧洲国家,无信用卡,1
23,2500,0,1,15,9,缺失,德国,无信用卡,0
27,2500,0,2,36,108,租住,德国,无信用卡,0
25,2000,0,2,3,30,缺失,土耳其,无信用卡,0
39,2800,1,3,72,288,租住,德国,支票账户,0
31,3200,0,1,96,192,租住,德国,无信用卡,1
56,2900,0,2,216,288,租住,土耳其,无信用卡,0
32,2300,2,4,84,15,租住,土耳其,无信用卡,0
52,0,0,2,60,288,缺失,德国,支票账户,0
28,3300,2,4,24,18,缺失,德国,支票账户,0
32,2000,0,1,66,66,租住,德国,无信用卡,1
32,0,1,2,3,108,租住,德国,支票账户,0
31,3000,3,5,96,192,缺失,土耳其,无信用卡,1
25,1500,1,2,6,3,租住,德国,无信用卡,1
22,2400,0,2,30,24,租住,土耳其,无信用卡,0
20,1000,0,1,108,39,缺失,土耳其,无信用卡,1
54,2000,4,6,42,39,租住,其它非欧洲国家,支票账户,0
30,2600,4,6,3,21,租住,意大利,无信用卡,1
28,0,0,1,9,30,租住,德国,支票账户,0
42,3200,2,3,144,192,缺失,德国,无信用卡,0
29,1600,0,2,21,9,租住,德国,无信用卡,1
59,2200,0,2,999,216,租住,意大利,无信用卡,0
44,2500,0,2,120,96,租住,德国,无信用卡,1
28,2200,0,1,6,66,租住,德国,无信用卡,0
40,3000,5,7,18,24,租住,德国,无信用卡,1
33,2000,0,2,42,30,租住,其它非欧洲国家,无信用卡,1
35,1500,1,3,24,30,租住,德国,无信用卡,0
31,2100,0,1,24,84,租住,德国,无信用卡,1
20,2800,0,2,168,54,缺失,土耳其,支票账户,0
49,2300,1,3,216,288,租住,希腊,无信用卡,0
39,3400,1,2,72,42,缺失,德国,无信用卡,0
25,2800,0,1,312,72,租住,德国,无信用卡,1
25,0,0,1,6,21,租住,德国,支票账户,1
23,2700,2,3,3,6,缺失,德国,无信用卡,1
20,2100,0,1,240,45,租住,南斯拉夫,无信用卡,1
50,3000,1,3,30,288,自有,土耳其,无信用卡,0
37,3000,1,3,168,288,租住,德国,无信用卡,0
30,2200,0,2,6,54,租住,其它非欧洲国家,无信用卡,1
56,2900,0,1,66,168,租住,德国,无信用卡,0
45,2200,0,1,0,144,缺失,德国,无信用卡,1
31,2600,2,4,66,168,缺失,土耳其,无信用卡,0
29,3000,1,3,36,72,缺失,德国,无信用卡,0
29,2300,0,2,0,12,租住,德国,无信用卡,0
21,2000,0,1,30,3,租住,德国,无信用卡,1
27,0,0,1,3,96,租住,德国,欧洲Master卡,0
29,4000,0,1,60,0,缺失,德国,无信用卡,1
30,1800,0,1,84,84,租住,德国,无信用卡,1
31,2500,0,1,999,12,缺失,德国,无信用卡,1
23,2800,2,4,30,18,租住,土耳其,无信用卡,1
27,2600,0,1,36,120,租住,德国,无信用卡,0
32,1900,0,1,84,144,缺失,德国,无信用卡,1
27,5000,1,2,66,21,租住,其它非欧洲国家,支票账户,1
43,2600,1,2,54,120,租住,德国,无信用卡,1
28,0,0,1,15,54,租住,德国,支票账户,0
27,2200,0,1,36,33,租住,德国,无信用卡,1
22,1800,0,1,6,36,租住,德国,无信用卡,1
49,4000,3,5,6,216,自有,德国,无信用卡,1
30,1900,0,1,96,42,租住,其它非欧洲国家,无信用卡,1
26,0,1,3,48,42,租住,德国,支票账户,0
44,3000,2,4,999,999,租住,德国,无信用卡,0
41,2500,0,1,240,120,租住,德国,无信用卡,1
37,2200,0,1,999,12,租住,德国,无信用卡,1
30,10000,0,1,192,144,租住,德国,无信用卡,1
55,10000,1,3,36,36,租住,德国,支票账户,0
41,2400,2,3,168,6,缺失,德国,无信用卡,1
24,1900,1,2,9,72,租住,德国,无信用卡,1
21,1000,0,1,36,36,租住,德国,无信用卡,0
50,2800,1,3,30,240,租住,德国,无信用卡,0
42,4000,0,2,84,240,租住,德国,无信用卡,0
38,3500,3,5,120,192,缺失,德国,无信用卡,0
29,2500,2,4,120,108,租住,土耳其,无信用卡,1
24,2900,1,3,42,27,租住,德国,无信用卡,0
23,1900,0,1,12,9,租住,德国,无信用卡,1
37,0,1,2,12,21,租住,德国,支票账户,1
26,2700,1,3,84,96,租住,土耳其,无信用卡,0
46,3000,1,3,60,72,租住,土耳其,无信用卡,0
55,3500,1,3,54,288,租住,德国,无信用卡,1
23,3000,0,1,288,21,租住,德国,无信用卡,1
31,1700,1,3,12,54,租住,土耳其,无信用卡,1
31,2600,0,2,54,120,缺失,德国,无信用卡,0
29,2300,0,1,36,108,租住,德国,无信用卡,0
46,10000,0,2,264,12,缺失,德国,支票账户,1
32,5000,2,4,6,27,缺失,德国,无信用卡,0
29,2500,0,1,54,30,租住,德国,支票账户,1
23,2700,0,1,96,54,租住,其它非欧洲国家,无信用卡,1
38,2500,2,3,192,48,租住,德国,无信用卡,1
33,0,2,4,168,39,租住,德国,支票账户,1
26,0,1,2,48,96,租住,德国,支票账户,1
24,2000,0,1,30,39,租住,德国,无信用卡,1
26,2500,1,3,60,120,缺失,希腊,无信用卡,0
21,2800,1,3,3,33,租住,土耳其,无信用卡,1
42,3000,0,2,240,192,租住,德国,无信用卡,0
28,2300,1,3,21,9,租住,德国,无信用卡,1
39,2200,0,1,84,288,租住,德国,无信用卡,0
30,1000,2,4,60,60,自有,德国,无信用卡,0
49,3000,1,3,54,288,租住,德国,无信用卡,0
33,3000,1,3,120,66,缺失,意大利,无信用卡,0
28,2500,0,1,3,120,租住,德国,无信用卡,0
25,3200,2,4,48,45,租住,土耳其,无信用卡,0
25,0,1,3,48,66,租住,德国,支票账户,1
38,5000,3,5,168,54,缺失,德国,无信用卡,0
32,3100,1,2,3,192,租住,德国,无信用卡,1
32,0,1,3,96,6,租住,德国,支票账户,0
31,2300,0,1,6,54,缺失,德国,无信用卡,0
29,4000,2,4,18,120,租住,土耳其,无信用卡,0
38,0,3,5,144,288,租住,德国,支票账户,0
52,2500,0,2,312,288,租住,德国,无信用卡,0
27,0,0,1,336,72,租住,德国,欧洲Master卡,0
43,3200,0,2,144,216,租住,土耳其,无信用卡,0
20,2500,0,1,120,45,缺失,土耳其,无信用卡,0
46,5000,2,4,144,288,缺失,德国,无信用卡,0
36,2700,1,3,96,30,租住,南斯拉夫,无信用卡,1
40,3000,3,5,108,336,缺失,德国,无信用卡,0
24,0,0,1,312,27,租住,德国,支票账户,0
27,2600,2,4,21,21,租住,德国,无信用卡,1
23,2800,2,4,24,72,租住,德国,无信用卡,0
41,5000,1,3,30,288,缺失,德国,无信用卡,0
35,2000,2,4,12,24,自有,德国,无信用卡,1
25,2300,0,1,15,30,缺失,德国,无信用卡,0
53,4000,0,2,96,192,租住,南斯拉夫,无信用卡,0
45,3000,1,3,168,240,租住,土耳其,无信用卡,0
42,0,2,4,240,120,缺失,德国,支票账户,1
35,0,2,4,60,36,租住,德国,支票账户,0
24,2100,0,1,144,9,租住,土耳其,无信用卡,0
24,10000,2,4,12,15,租住,意大利,支票账户,1
62,0,0,2,264,21,缺失,德国,支票账户,0
55,2800,0,2,999,12,租住,德国,无信用卡,0
46,2400,3,5,144,108,租住,西班牙,无信用卡,1
23,1500,1,2,264,15,租住,德国,无信用卡,0
32,2200,0,1,30,3,缺失,德国,支票账户,0
21,2400,0,1,264,66,租住,德国,无信用卡,1
43,0,2,4,42,45,租住,希腊,支票账户,0
40,5000,3,5,72,39,租住,德国,无信用卡,0
36,2900,1,3,84,168,租住,德国,无信用卡,0
24,0,0,1,288,21,租住,德国,支票账户,1
52,5000,0,2,18,30,租住,德国,无信用卡,0
29,3200,1,3,9,9,租住,德国,无信用卡,0
22,2200,0,1,0,18,缺失,德国,无信用卡,1
45,0,2,4,192,336,租住,德国,支票账户,0
26,2900,0,1,30,45,租住,德国,无信用卡,1
25,2700,1,3,144,6,自有,土耳其,无信用卡,1
36,5000,2,4,18,240,缺失,德国,支票账户,0
36,2300,1,3,108,6,租住,德国,无信用卡,0
34,3000,2,4,3,21,租住,德国,无信用卡,1
26,2900,1,3,168,36,租住,土耳其,无信用卡,1
25,2900,1,3,12,66,租住,德国,支票账户,0
24,1500,0,2,12,60,缺失,德国,无信用卡,0
21,1900,0,1,15,15,租住,德国,无信用卡,1
42,2200,0,2,108,21,租住,德国,无信用卡,1
31,3500,2,4,54,108,租住,土耳其,无信用卡,0
41,3400,1,3,312,216,租住,土耳其,无信用卡,0
27,2200,0,1,3,3,租住,德国,无信用卡,1
26,2300,1,3,21,33,租住,希腊,无信用卡,1
38,2500,0,1,999,216,租住,德国,无信用卡,1
28,5000,0,2,30,120,自有,德国,无信用卡,1
27,2200,0,2,6,24,租住,德国,无信用卡,0
38,2500,3,5,36,9,租住,德国,无信用卡,0
21,2900,0,1,6,6,缺失,德国,无信用卡,1
42,3100,1,3,168,96,缺失,德国,无信用卡,0
21,2500,0,2,3,9,租住,德国,无信用卡,1
39,3000,2,4,264,192,租住,希腊,无信用卡,0
24,2000,0,1,36,36,租住,德国,无信用卡,0
20,1000,0,1,240,21,缺失,德国,支票账户,1
31,2200,0,1,48,36,租住,德国,无信用卡,0
63,1900,0,2,264,288,租住,南斯拉夫,无信用卡,0
35,0,3,5,18,168,租住,希腊,支票账户,0
31,3100,2,4,30,27,缺失,德国,无信用卡,1
27,4000,0,1,84,72,租住,土耳其,无信用卡,1
31,3500,1,3,42,18,租住,德国,无信用卡,0
23,1700,0,1,192,45,租住,土耳其,无信用卡,1
22,2000,0,1,264,33,租住,德国,无信用卡,0
56,2600,1,3,144,168,租住,土耳其,无信用卡,0
42,4000,4,6,144,96,自有,德国,无信用卡,1
25,2000,0,1,6,36,租住,德国,它行Visa卡,0
22,2300,0,1,3,72,租住,德国,无信用卡,1
48,2800,2,4,168,288,租住,德国,无信用卡,0
43,0,1,2,216,33,租住,德国,支票账户,1
37,0,2,4,42,42,租住,德国,支票账户,0
29,2700,1,3,12,54,租住,德国,无信用卡,1
55,4000,0,1,6,54,缺失,德国,无信用卡,1
32,4000,2,4,84,168,租住,土耳其,无信用卡,0
23,1000,0,1,9,9,租住,德国,无信用卡,1
35,0,1,3,168,168,租住,德国,欧洲Master卡,0
37,3200,4,6,96,42,自有,德国,无信用卡,0
35,3000,0,1,18,168,租住,德国,无信用卡,1
23,2200,0,2,3,24,租住,土耳其,无信用卡,0
26,2000,0,1,0,54,租住,德国,无信用卡,1
52,4000,1,3,168,144,缺失,土耳其,无信用卡,0
48,3100,2,4,144,240,租住,土耳其,无信用卡,0
47,2300,0,1,6,192,缺失,德国,无信用卡,0
34,2000,3,4,15,42,租住,德国,无信用卡,1
26,2800,2,4,3,54,租住,土耳其,无信用卡,1
41,3200,3,5,42,39,缺失,德国,无信用卡,0
38,3000,3,5,84,192,缺失,土耳其,支票账户,0
35,2500,0,2,6,96,租住,土耳其,无信用卡,0
30,3500,0,2,96,168,租住,德国,无信用卡,0
33,3300,1,3,120,216,租住,土耳其,无信用卡,0
24,2200,2,4,6,6,租住,土耳其,无信用卡,1
21,2200,1,3,15,15,缺失,土耳其,无信用卡,0
53,0,0,1,42,144,租住,德国,支票账户,0
27,3000,2,4,3,120,租住,土耳其,无信用卡,0
27,2400,1,2,18,30,租住,德国,无信用卡,1
26,3500,1,3,6,84,租住,德国,无信用卡,1
21,1000,0,1,168,21,租住,德国,无信用卡,1
67,3000,0,2,240,96,自有,德国,无信用卡,0
51,2100,0,2,999,336,缺失,德国,无信用卡,1
37,0,2,4,84,66,租住,德国,支票账户,0
30,0,1,3,54,42,租住,德国,支票账户,0
29,2700,0,2,15,84,租住,德国,无信用卡,1
27,2000,0,1,9,39,租住,德国,无信用卡,0
25,2800,3,5,9,18,租住,希腊,无信用卡,1
25,2800,1,3,96,15,租住,土耳其,无信用卡,1
39,0,1,2,144,192,租住,德国,支票账户,0
60,1900,0,2,12,48,租住,土耳其,无信用卡,0
38,4000,2,4,18,18,租住,德国,无信用卡,1
34,2200,0,1,144,60,租住,德国,无信用卡,1
34,2600,2,4,84,168,租住,西班牙,无信用卡,0
20,2200,0,1,42,15,租住,南斯拉夫,无信用卡,1
30,3300,1,3,18,168,缺失,德国,无信用卡,1
50,2500,1,3,192,216,缺失,土耳其,无信用卡,1
31,3000,1,3,3,45,缺失,德国,支票账户,1
23,3500,1,3,288,12,缺失,德国,无信用卡,1
39,3500,3,5,60,108,租住,德国,无信用卡,0
37,2000,0,1,0,12,租住,德国,无信用卡,0
29,0,0,2,360,168,缺失,德国,支票账户,1
26,3000,0,1,42,6,租住,德国,无信用卡,0
25,2900,1,2,18,39,缺失,德国,无信用卡,1
47,3000,2,4,120,288,租住,希腊,无信用卡,0
35,2400,1,3,18,30,租住,德国,无信用卡,1
24,2700,1,3,30,54,租住,土耳其,无信用卡,0
50,3200,1,3,84,192,租住,土耳其,无信用卡,1
26,3500,2,4,18,120,缺失,土耳其,无信用卡,1
45,10000,3,5,36,216,自有,德国,无信用卡,0
35,1900,0,1,21,3,缺失,德国,无信用卡,0
22,3100,0,1,192,60,租住,德国,无信用卡,1
47,4000,1,3,54,42,租住,其它欧洲国家,无信用卡,1
23,2200,0,1,216,24,租住,德国,无信用卡,1
53,0,0,2,264,999,租住,德国,支票账户,0
40,4000,4,6,84,192,缺失,德国,无信用卡,1
35,3300,2,4,30,12,租住,德国,无信用卡,1
23,2500,1,3,30,24,缺失,德国,无信用卡,1
24,2200,0,1,120,84,缺失,德国,无信用卡,1
24,2200,0,1,264,72,缺失,德国,无信用卡,1
20,1000,0,1,144,27,租住,土耳其,无信用卡,1
44,4000,2,3,42,24,缺失,德国,支票账户,1
31,2000,0,1,999,192,租住,德国,无信用卡,1
25,1800,0,1,60,33,租住,希腊,无信用卡,0
24,5000,1,3,9,21,租住,德国,无信用卡,1
59,1600,0,2,18,66,租住,德国,无信用卡,1
50,4000,1,3,60,84,缺失,德国,无信用卡,0
41,4000,2,4,168,72,租住,德国,无信用卡,0
27,2300,1,3,42,15,租住,意大利,无信用卡,1
23,0,0,1,30,9,缺失,德国,支票账户,0
39,1500,0,1,312,27,租住,德国,无信用卡,1
35,2600,0,2,3,120,租住,德国,无信用卡,0
34,3200,2,4,96,144,租住,意大利,无信用卡,0
29,3000,0,1,48,15,租住,德国,无信用卡,0
25,2100,0,1,6,12,租住,德国,无信用卡,1
25,1800,0,1,12,15,租住,德国,无信用卡,1
58,2400,0,1,999,96,租住,德国,无信用卡,0
28,2500,2,4,42,39,租住,德国,无信用卡,0
28,2900,2,4,3,3,租住,德国,无信用卡,0
24,5000,2,4,96,36,租住,土耳其,无信用卡,0
31,0,0,1,144,144,租住,德国,支票账户,0
41,5000,0,1,72,36,缺失,德国,欧洲Master卡,0
39,0,1,2,18,18,租住,德国,支票账户,0
26,0,0,1,3,21,租住,德国,支票账户,0
26,2400,1,3,6,84,租住,希腊,无信用卡,1
21,2000,0,1,12,9,缺失,德国,无信用卡,0
27,2200,1,2,336,42,缺失,德国,无信用卡,1
27,2000,0,1,18,96,租住,德国,无信用卡,0
26,3500,0,1,9,48,租住,其它欧洲国家,无信用卡,1
24,1700,0,1,12,9,租住,德国,无信用卡,0
23,0,0,1,9,60,租住,德国,支票账户,1
40,0,4,6,21,288,租住,土耳其,支票账户,0
30,3000,0,2,54,96,租住,德国,无信用卡,0
34,3000,2,3,6,12,租住,德国,无信用卡,1
27,2800,2,4,36,54,租住,德国,无信用卡,1
26,0,1,3,18,21,租住,德国,支票账户,0
19,1500,0,1,240,9,缺失,德国,无信用卡,1
44,1500,0,2,30,15,租住,德国,无信用卡,0
27,2500,0,1,3,84,租住,德国,支票账户,0
30,4000,2,4,60,60,租住,德国,无信用卡,0
22,2900,0,1,54,39,租住,土耳其,无信用卡,1
43,5000,1,3,144,12,自有,德国,无信用卡,1
31,3400,0,2,21,108,缺失,德国,支票账户,1
26,2500,1,3,42,39,租住,德国,无信用卡,0
29,1700,1,2,3,6,租住,德国,无信用卡,0
26,2500,0,1,9,72,缺失,意大利,无信用卡,0
20,2400,0,2,108,6,租住,德国,无信用卡,1
34,1800,0,2,192,84,租住,德国,无信用卡,0
35,4000,2,4,84,96,自有,德国,无信用卡,0
26,1700,0,1,312,6,缺失,德国,无信用卡,1
40,3000,3,5,66,54,租住,德国,无信用卡,1
39,3500,1,3,21,120,租住,其它非欧洲国家,无信用卡,1
19,1000,0,1,120,3,缺失,德国,无信用卡,0
54,1600,0,2,288,120,租住,土耳其,无信用卡,0
43,3000,1,2,168,30,租住,德国,无信用卡,0
28,3300,2,4,18,48,缺失,德国,无信用卡,0
